Bankrupt?,Debt ratio %,Net worth/Assets,Current Liability to Assets,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,ROA(C) before interest and depreciation before interest,Cash/Total Assets,Working Capital to Total Assets,Net Income to Total Assets,Total Asset Turnover,Fixed Assets Turnover Frequency,Tax rate (A),Persistent EPS in the Last Four Seasons,Current Liability to Current Assets,CFO to Assets,Cash/Current Liability,Per Share Net profit before tax (Yuan ¥),Net profit before tax/Paid-in capital,Retained Earnings to Total Assets,Net Value Per Share (A)
1.0,0.21997158146143803,0.7800284185385621,0.198226505294857,0.5656890536415179,0.5619144493816589,0.506361819334081,0.0174991670280326,0.758208749956695,0.818787969322743,0.167916041979011,2.4837964107837837e-14,0.0376556331612511,0.22586744823674001,0.0463496978563809,0.562115673608714,4.853275143348902e-14,0.17948331701438602,0.178395294472513,0.922503065603262,0.15962243478993698
1.0,0.157511261601717,0.842488738398283,0.16067045745230302,0.4651657217618839,0.498367150275711,0.4685808999171261,0.0238589046232489,0.6603380808361721,0.745735204528563,0.0464767616191904,0.3713713713713714,0.0,0.195424033279758,0.130218982640927,0.5804476392689111,8.159239502377441e-14,0.154477668147925,0.153525375160244,0.9065198394818119,0.15342800556234498
1.0,0.10865556126613699,0.8913444387338629,0.0280073023800355,0.38748364587876094,0.412923604047326,0.36976551455174794,0.0754808795868027,0.782081462652402,0.704625020104006,0.0104947526236882,0.0983983983983984,0.0,0.19220951120355498,0.0213892357757969,0.49341332624976897,1.4603043390852955e-12,0.15169089402726502,0.150697534122615,0.872770123798259,0.14769710505246303
0.0,0.0801160927532727,0.9198839072467271,0.0673053956793926,0.543065852594854,0.5309706087049629,0.47784331887096004,0.0111731351109499,0.845403893589252,0.8024113548227539,0.10044977511244399,1.9461453584494895e-14,0.0561797752808989,0.21745296397844396,0.0186406872540869,0.5830277309151479,9.084010075175627e-14,0.173683814114634,0.17206847145765805,0.9349971069119241,0.196072647591758
1.0,0.166520542975481,0.833479457024519,0.103196129782768,0.477976450065416,0.47416885272230797,0.41651635548189,0.0482164279606201,0.697667398083352,0.764491063946645,0.0389805097451274,0.4314314314314314,0.0,0.199205823957644,0.11315562153027801,0.5770611706538791,2.5630093623980004e-13,0.15590871431799402,0.154950607043209,0.9105784207413299,0.15528212043318898
1.0,0.17274843546875499,0.8272515645312449,0.0645782671588238,0.542411687745312,0.549279940039617,0.494369424267538,0.0139574006309844,0.717846229348773,0.7964512981139878,0.0299850074962519,0.1971971971971972,0.37999797550359293,0.21442753143613502,0.11085387066588001,0.627552516532156,1.1823372222770985e-13,0.17021917601867903,0.16921800769172798,0.902946483036051,0.15068897223041597
0.0,0.107264866825891,0.892735133174109,0.0849922019418144,0.546718273004797,0.531291825044167,0.47984205138205,0.0500911667516433,0.7681119446345541,0.8040931643806541,0.0419790104947526,3.854427966734595e-14,0.0862435469177042,0.225394724402004,0.0392337880338435,0.6015455443616651,3.2297738234887254e-13,0.17873013481961303,0.177663826257447,0.9567256312593341,0.237495259365387
0.0,0.0585300964416362,0.941469903558364,0.0609552103723781,0.63655691234191,0.6462872744793621,0.612489640715644,0.282973772068037,0.8301250985578149,0.858108389933461,0.136431784107946,3.097172963446857e-14,0.18210345176637302,0.248180013236267,0.0195400451032651,0.6961688318469681,2.5384521067449434e-12,0.202831965052346,0.20190785008672,0.953109129025016,0.18697062913488702
0.0,0.0949300117906702,0.90506998820933,0.0522736033961942,0.5802987352812911,0.570051929974838,0.523131672597865,0.0486533712049646,0.782102126100235,0.8240294889488129,0.101949025487256,1.8325571079563263e-14,0.16722340317845902,0.23239103715609302,0.0288098252785533,0.6023191928253779,5.082805073232601e-13,0.186939820742638,0.18601161300052804,0.946382943365245,0.18629640554548896
1.0,0.27686912356017795,0.723130876439822,0.018211827449184,0.51569995638901,0.515659296536217,0.473650855555014,0.0237487430586154,0.7414200818926701,0.7770936031684821,0.00749625187406297,0.03783783783783784,0.0,0.17131511770823496,0.106007286646815,0.5603800802041121,7.002672740666488e-13,0.13542215862017,0.151029334137697,0.912138875645821,0.113353840967511
0.0,0.0869486350031744,0.9130513649968259,0.0655755574429027,0.5912014827736589,0.576262112532791,0.534441573636231,0.0373870087285401,0.8418398746198249,0.8292096397419392,0.12743628185907,7.337800981858199e-14,0.23038769106184803,0.24364186442280397,0.0187844891781629,0.577275062077006,3.11925177131857e-13,0.20049710024855,0.199532463615112,0.952524619082657,0.214023850659475
1.0,0.24657617075309102,0.753423829246909,0.21020520909159898,0.516081552551243,0.501739921837357,0.45395602788475603,0.00632729751851459,0.669427859181121,0.7642890262529509,0.0,0.0075675675675675675,0.0,0.203838517538054,0.0852990675271157,0.57158163614555,1.6550591741790468e-14,0.161934171876177,0.161526280069376,0.890684009122442,0.14407315325945
1.0,0.180215859963116,0.819784140036884,0.15171196741395002,0.5206607064980371,0.511108731730821,0.459220981816409,0.0080048341364292,0.7615354378887551,0.7800511202320759,0.0749625187406297,2.3550630602248747e-14,0.0,0.207714852982887,0.0447160192856164,0.495881158630587,2.8986227034515336e-14,0.164193718460496,0.163177739235352,0.8996596043876309,0.150604694281741
0.0,0.0728905281615624,0.927109471838438,0.0490002691068467,0.6004143044047099,0.60292306868676,0.531614098376639,0.0331938813445615,0.7924680011040379,0.821594051249115,0.0689655172413793,0.5835835835835835,0.0,0.23163467902051602,0.0246430022838437,0.588870840972591,3.6971732160442796e-13,0.18377645552459101,0.178440539929115,0.940966225241449,0.20049723989718102
0.0,0.162046134776431,0.8379538652235691,0.151681075937824,0.591910161360663,0.579420739868301,0.533710330034612,0.007402347964794421,0.8144431027144741,0.8300669471485791,0.152923538230885,3.2940592643016715e-14,0.195262678408746,0.24477640162617,0.0327889540193088,0.606974578689492,2.6810011045279173e-14,0.199894554492732,0.198876404494382,0.942675953881845,0.182293202983439
0.0,0.0919672279831907,0.9080327720168091,0.0941409242817114,0.6574901875272571,0.645644841800953,0.595914785745625,0.45498534873677393,0.8431136265137491,0.873395569750938,0.154422788605697,2.786698412098879e-14,0.0963660289502986,0.27096530207053,0.022907744682804997,0.632565527569169,2.6499948272584354e-12,0.21940197333735,0.21847522811251,0.9580834483241059,0.19590409169440803
0.0,0.136983402364181,0.8630165976358191,0.13337269012744699,0.5896750981247271,0.575566143797848,0.536635304441086,0.10753871866607999,0.804965291979879,0.8248381531965941,0.24287856071964004,1.581148446864805e-13,0.24648243749367302,0.23352557435945898,0.0331273947865188,0.598331187219651,4.4276130436593997e-13,0.190630413497025,0.18964633134756098,0.9392625472374009,0.17698369221693103
0.0,0.0684161199625117,0.9315838800374879,0.0477462332053823,0.613170518970781,0.603619037421704,0.554916394481548,0.12236943400510698,0.8216823575434681,0.8379052752982059,0.133433283358321,1.6432433571343943e-14,0.137058406721328,0.237212820270398,0.0180310556437041,0.639910790765124,1.3984080575851919e-12,0.191760186789184,0.19049845411356603,0.9463462142435061,0.185706459904766
0.0,0.0339510838346888,0.9660489161653109,0.0387543863105074,0.670082860880942,0.668344129771401,0.6345244479110811,0.45998013066772,0.8967508359825569,0.867360043721582,0.112443778110945,3.6348240157811516e-14,0.208017005769815,0.274274368913681,0.00909583427571959,0.690994356068639,6.461315729336705e-12,0.231528206673194,0.22911545132342997,0.965043222180982,0.22995238295899897
0.0,0.0471626810170209,0.9528373189829791,0.0231840747901062,0.679895333624073,0.66058140157396,0.625652025544777,0.0276310703709641,0.820886647771887,0.867239471419088,0.0704647676161919,5.384083073375836e-14,0.184229172993218,0.29951782168857,0.0109239498516605,0.5901104993334829,6.435356604478416e-13,0.253747081418995,0.252628006937637,0.955197276124247,0.26787745986262695
1.0,0.12210901835112,0.8778909816488799,0.11859987906560801,0.29312036633231603,0.30553027463996996,0.278213815629113,0.100133895998486,0.86599278175923,0.605229702828033,0.131934032983508,1.018507979422012e-13,0.0,0.17434055025054399,0.0230200621254458,0.435488182833557,4.634207712887876e-13,0.13384047601114699,0.137267174421235,0.84751431385637,0.14310395684969002
1.0,0.0659068234725036,0.934093176527496,0.0620580267924491,0.538323157435674,0.529632207291611,0.47798956759128397,0.00418780394795575,0.772502638617077,0.797930737486005,0.0239880059970015,0.5835835835835835,0.379694301042616,0.21594024770728898,0.0345964662492336,0.576245497179518,3.690472866897576e-14,0.172554040822475,0.171103235050147,0.932301128894272,0.218659137836585
0.0,0.201771623786921,0.7982283762130791,0.14363933599131698,0.589784125599651,0.5717115477273941,0.526300394871545,0.11356403577294301,0.799595629950376,0.8202752385975319,0.22188905547226398,4.3542162689045046e-14,0.22512400040489897,0.252339982981942,0.034924269693486,0.616043097544901,4.3426014073697406e-13,0.210213150561121,0.20929040042229102,0.9432688327949029,0.19872740297501199
0.0,0.0949300117906702,0.90506998820933,0.0823449422209993,0.550861317051897,0.53750200760212,0.49012821137815005,0.016869142725242,0.8686363566350459,0.805994890614948,0.137931034482759,5.671839974625175e-14,0.17451159024192703,0.21924931455044,0.0184270815349582,0.5773872390174,1.1224527611635026e-13,0.17647058823529396,0.175484503431114,0.937317071010994,0.19025746913320102
0.0,0.124588082353297,0.875411917646703,0.110216077485419,0.63802878325338,0.628941592162321,0.596353531906596,0.114253691373199,0.800815590178269,0.8514885537260699,0.172413793103448,2.4989415108495398e-14,0.251138779228667,0.26718351139264396,0.031943343694794,0.6817311299140629,5.688154345559978e-13,0.23250734352639899,0.225473192066963,0.954184677430777,0.20386835784416998
1.0,0.16395078150981,0.8360492184901899,0.15502739068235402,0.44957479284779794,0.43696129343112605,0.39326280895042204,0.0756913332849037,0.7001011104291689,0.7387023563253149,0.136431784107946,8.791730588170661e-14,0.0,0.170747849106552,0.0761414074363882,0.563569086024812,2.6824155228928294e-13,0.13579874971755698,0.134793756126989,0.912230929976105,0.17361257426994198
0.0,0.10022069716116902,0.8997793028388309,0.10654673420259402,0.45420846053205394,0.422453022110391,0.37780919416955105,0.0587840970865639,0.7860253691256741,0.7491147448310509,0.0839580209895053,7.390808832088339e-14,0.0,0.193627682707762,0.0351723045856797,0.589617629461047,3.0269220337630983e-13,0.156812532951721,0.15578764799034803,0.9065577708206609,0.156504150688972
0.0,0.12398343259666803,0.876016567403332,0.12103240452510301,0.5768643698211949,0.5659831896782479,0.510456783503144,0.0866452741378638,0.763916712463397,0.8179931089462622,0.145427286356822,5.020600671797718e-14,0.0322907176839761,0.23683464120260897,0.0430109322471691,0.5524985345654979,3.9296771880340004e-13,0.18882277622957003,0.18730864942311998,0.9448317034792851,0.20837722809826797
1.0,0.217220425068779,0.782779574931221,0.20114967670806896,0.5083406018316621,0.498581294501847,0.45103105347828204,0.0529371495515029,0.776769170676067,0.7792174668579259,0.23388305847076502,9.617138541754293e-14,0.0,0.2023258012669,0.0421754410406556,0.5673499987228371,1.446890443232114e-13,0.155984032537471,0.158494834477038,0.920091095949695,0.15561923222788798
1.0,0.18822746923844397,0.8117725307615559,0.07718274400053,0.497056258177061,0.5265806520691689,0.47579583678642795,0.0396964612713854,0.7672756486371709,0.7706993504191071,0.0689655172413793,0.5375375375375375,0.0,0.199867637326274,0.0388769542045089,0.603616451421531,2.8169297480161457e-13,0.14265270768999,0.14164844280220198,0.923828735713359,0.18313598247018698
1.0,0.16325543428968803,0.836744565710312,0.157104679938395,0.516408634976014,0.522779592055249,0.468629649490567,0.0121444875999089,0.723813923397705,0.777992055042118,0.11394302848575698,1.1055923048001002e-14,0.0,0.20497305474142,0.0597780019559861,0.611701480111235,4.247134621534311e-14,0.16208480831513097,0.161066284593922,0.918588580423851,0.158737516328853
1.0,0.175076337031774,0.824923662968226,0.11131369625768499,0.549443959877889,0.517640130627978,0.468142153756155,0.0073693598374726405,0.7750605625402729,0.799813909182659,0.0344827586206897,0.5905905905905906,0.0,0.205729412876997,0.0387532463325531,0.564481344797814,3.6328353336299685e-14,0.170821721774497,0.169836362265289,0.9324643143328349,0.171969154270785
1.0,0.221452973365178,0.778547026634822,0.198480137642744,0.46729175752289603,0.45345039884362104,0.406668941646761,0.0499277199767246,0.6762797362236661,0.7465859969461469,0.148425787106447,2.2869101099289788e-14,0.0,0.17500236361917404,0.0833577878116932,0.531929132679189,1.38294619203314e-13,0.14137229795887601,0.14035140637960902,0.915031112372524,0.151531751717163
0.0,0.15255313359736403,0.847446866402636,0.1290968982132,0.582261229829917,0.578296482681086,0.527324135913811,0.0528703709959516,0.771901486405163,0.8147384069684058,0.160419790104948,2.082451259041281e-14,0.149610284441745,0.229743783681573,0.0407693255394279,0.564968814387937,2.2486243586708913e-13,0.19236273254500302,0.18255787647990301,0.9389918537087929,0.17845855631873897
0.0,0.131299694651873,0.868700305348127,0.0911191314675903,0.580625817706062,0.573157021253815,0.5239604153463661,0.00205144387094205,0.799399005963169,0.8219422679486871,0.148425787106447,2.3550630602248747e-14,0.162162162162162,0.234092842961142,0.0301485368356088,0.531393478204161,1.2342505304600103e-14,0.188521503351661,0.18759520398159998,0.9424888912111821,0.18473726349500696
0.0,0.0783626084590501,0.9216373915409499,0.0710733350042213,0.5487897950283471,0.497296429145029,0.44615609613415896,0.0600375973347365,0.791976813953645,0.8045551353709179,0.0854572713643178,1.045011904537077e-14,0.0,0.20450033090668399,0.0291977664031184,0.550817407780241,4.62414462389882e-13,0.172855313700384,0.17187240781238197,0.9342204154921501,0.170999957861026
0.0,0.12126250869184,0.8787374913081599,0.0999070779202629,0.503870475359791,0.47920124203651204,0.43313996002535,0.052842212494094,0.705099086114986,0.774682027709293,0.0704647676161919,5.459808573704605e-14,0.0,0.20185307743216396,0.0983733155161919,0.578810627209758,2.900931068213731e-13,0.16374180914363198,0.16281577558253502,0.896050882739576,0.159538156841262
0.0,0.07385796777216799,0.9261420322278321,0.0613179778614271,0.5375054513737461,0.530221103913486,0.47813581631160706,0.17233237612167998,0.836024135958627,0.799490624592491,0.133433283358321,3.9680162172277576e-14,0.0,0.21754750874539103,0.0187743668950308,0.5936990969443989,1.5368541788948498e-12,0.171273631091361,0.170251112284142,0.932543929777152,0.17424465888500304
0.0,0.0496115125313662,0.9503884874686341,0.0285391624305785,0.545300915830789,0.539322233524279,0.481840783893141,0.090295503707624,0.881462229075381,0.804606713301876,0.0749625187406297,2.044588508876897e-14,0.0,0.21698024014370798,0.00772962411081466,0.606521980591855,1.7148984184472436e-12,0.17172554040822502,0.17073373048789697,0.9232155484713109,0.166111836837891
1.0,0.164192641412462,0.835807358587538,0.10805627993869601,0.431748800697776,0.43182183200385493,0.38716911227026796,0.35370729254382,0.7828376556868429,0.727138221922601,0.0344827586206897,0.6286286286286287,0.0,0.13775172544199699,0.0361853970283016,0.5798140070057379,1.7959846224148914e-12,0.0915116366649092,0.109252695875123,0.9094871036538822,0.197252538873204
0.0,0.114581128881096,0.885418871118904,0.12067418617624599,0.606301788050589,0.5947855880935811,0.559693852678789,0.0605390919021124,0.855221660205087,0.8378168983617559,0.163418290854573,3.65754166587978e-14,0.258022067010831,0.25328543065141296,0.0244209971840228,0.5813966228047249,2.7537855057467046e-13,0.209610604805302,0.205851745720534,0.9482373145866271,0.202098520922001
1.0,0.30537835958521004,0.69462164041479,0.307686354249214,0.43223942433493195,0.43294608919106997,0.392775313216009,0.0931152670878197,0.720057720046574,0.722761256303172,0.15742128935532199,3.743111481251301e-13,0.0,0.115060981374681,0.0544448714468326,0.568591011617568,1.6651893383460415e-13,0.0848836333509076,0.0837870447175929,0.9071444992130441,0.120180354810164
0.0,0.0430208301841159,0.956979169815884,0.0430416713754082,0.6297426951591801,0.6103645805449971,0.556720128698874,0.0457851183399093,0.7772674853601371,0.850078512969466,0.0599700149925038,2.8018435121646347e-14,0.07571616560380601,0.24203460338470298,0.0284976159955906,0.610003836149918,5.797826067314663e-13,0.194321006251412,0.19275318603423602,0.9532327466970849,0.18869832708271897
1.0,0.20192278622607898,0.798077213773922,0.20737915022443398,0.43332969908416896,0.41870549815300606,0.3742017257349,0.08371400336151201,0.6869844101741078,0.7125248151045049,0.226386806596702,2.260406184813904e-13,0.0,0.170558759572658,0.0737369604940085,0.6428023050572359,2.2195164901668912e-13,0.136476613692852,0.135427192519418,0.9002287801769421,0.147949938898487
0.0,0.0617045076639357,0.9382954923360641,0.0641101157910559,0.5573484518098559,0.5593982547245571,0.503631843221372,0.0172761748357459,0.7806537824579459,0.8101885136988158,0.0644677661169415,1.302478605654915e-14,0.021662111549752002,0.227569254041789,0.0316443556988943,0.61040083087278,1.4740795911327669e-13,0.182797318671387,0.17992609908754997,0.9360847169335441,0.23104799629177
0.0,0.0916044381292137,0.908395561870786,0.0895594196318645,0.609572612298299,0.584934953691311,0.534636571929996,0.0375390131105133,0.829985556355617,0.8370189135837192,0.131934032983508,4.3542162689045046e-14,0.0930256098795424,0.239954618511865,0.0241626110966973,0.595282755686578,2.2976584482280934e-13,0.19545077954357198,0.194412186109645,0.944987648046269,0.194134254772239
0.0,0.130785742358739,0.8692142576412609,0.130225969450056,0.579753597906672,0.5696771775791,0.518061716959977,0.0811750000989599,0.8476188804694911,0.8232552049699899,0.17391304347826098,1.7863645527557759e-13,0.120862435469177,0.235227380164508,0.0262558485965926,0.640701883040061,3.4226220481598447e-13,0.190027867741207,0.188417163109871,0.943671047687687,0.187476296826935
1.0,0.23067388215376197,0.7693261178462378,0.128915941395122,0.5487897950283471,0.5362706783018361,0.48208453176034705,0.0234689773420969,0.647228271431457,0.79637765557852,0.0344827586206897,0.2122122122122122,0.0,0.210645740758249,0.460674775305422,0.602760727301217,9.995526101479099e-14,0.170369812457634,0.16941407133700304,0.9304351327063559,0.168682314272471
0.0,0.156453124527617,0.8435468754723829,0.145509526799804,0.5987788922808549,0.593179506397559,0.5438989908838301,0.0291377790456091,0.7980714797820601,0.8285648970264029,0.24737631184407802,4.952447721501822e-14,0.150015183723049,0.24704547603290197,0.0353525129643898,0.51772608291332,1.0999325772548393e-13,0.20057241846802695,0.199540004524546,0.9423438551368379,0.192238000927057
0.0,0.158508933700154,0.8414910662998458,0.109301419503253,0.568959877889228,0.56705391080893,0.5172817237849171,0.116829078416914,0.8249449867735079,0.813196437923664,0.136431784107946,2.6201023113755854e-14,0.20629618382427398,0.227285619740947,0.0273524828654566,0.5964966415283549,5.864831572446622e-13,0.182797318671387,0.18179624462710198,0.9370809129661329,0.17428679785934
0.0,0.125555521963902,0.874444478036098,0.106335759244345,0.577954644570432,0.562771026286204,0.5238141666260421,0.105192789681966,0.8135154585374008,0.8210911785944359,0.23088455772113897,2.453506210652282e-13,0.297297297297297,0.235794648766191,0.028997350855382006,0.642957483899998,5.427306046524383e-13,0.192739323642389,0.19178040871729102,0.941579166908014,0.19076313682525
1.0,0.231490159325211,0.7685098406747891,0.23750008921231897,0.5678150894025289,0.54997590877456,0.494418173840979,0.00534026626181704,0.7983104976709029,0.813855956361465,0.0569715142428786,9.548985591458398e-14,0.0,0.252529072515836,0.0394324505860501,0.404760007856124,1.2366624982814921e-14,0.198764781200572,0.197647236256693,0.937311609607357,0.192069445029708
0.0,0.0653324062037065,0.9346675937962929,0.0599303432066377,0.49498473615351096,0.495636811392473,0.438794910544533,0.0879468514204293,0.8005707801683409,0.773151189144894,0.0569715142428786,0.06356356356356356,0.0,0.20487850997447302,0.0249256084878234,0.57317409648588,8.023232768964249e-13,0.161256307900881,0.160297111831687,0.9238248867736121,0.16931439888753103
0.0,0.0488557003355806,0.951144299664419,0.0445123666502046,0.656454426515482,0.6467690989881689,0.5869936138058791,0.16601172640068698,0.8117476525352121,0.86239550834751,0.19190404797601202,2.8624239124276575e-14,0.0116408543374835,0.254987236456462,0.0189635415050155,0.678142843415159,2.0335068185057926e-12,0.20253069217443698,0.20159867279994,0.953459385829057,0.19695756605284198
0.0,0.15947637331076,0.8405236266892401,0.160300975729215,0.591419537723506,0.5855773863697199,0.5310778530687861,0.0666268528796225,0.7857598722202641,0.8295745278177041,0.32383808095952,1.761375137647287e-13,0.0749063670411985,0.247518199867637,0.0387713398272194,0.444414757072581,2.2837332103639584e-13,0.198388190103186,0.196161677098258,0.9433402694940899,0.1867599342632
0.0,0.17646703147202,0.82353296852798,0.122681100759244,0.5722852158744,0.56416296375609,0.5216691853946279,0.0222883226263396,0.7356549187075829,0.8148620351239709,0.09595202398800601,1.9688630085481283e-14,0.239902824172487,0.23239103715609302,0.0559722118966254,0.5811239202026579,9.973241677457358e-14,0.187693002937411,0.186720458487294,0.9377603529955431,0.17689941426825698
0.0,0.0589231187834447,0.9410768812165551,0.0632585912774734,0.587112952464021,0.577707586059211,0.5284941256764,0.45400996666325605,0.8899051535331022,0.8275561708188629,0.136431784107946,2.1377308742812914e-13,0.149306609980767,0.24657275219816602,0.0137989724235779,0.655375511741987,3.925568107459119e-12,0.199969872712209,0.19904984541135698,0.9723313267473019,0.240234292697316
0.0,0.206246031985972,0.793753968014028,0.110287802984048,0.477049716528565,0.469885968199582,0.425486276995076,0.0674723198361585,0.796951510813242,0.762672758657323,0.251874062968516,1.2623440904806608e-13,0.0,0.19192587690271304,0.0328081652920969,0.5513968993737309,3.356954522673057e-13,0.15169089402726502,0.154256843375311,0.912191757505552,0.14811849479583702
1.0,0.19509024397617702,0.804909756023823,0.107871013653006,0.571140427387702,0.564644788264896,0.5060205723199921,0.0834095199970286,0.812192018591927,0.8097427730040659,0.10944527736131901,1.7492590575946748e-14,0.0,0.231918313321358,0.0294098690746632,0.525111558054841,4.242444675154021e-13,0.18355050086616,0.18197722645351,0.936047210474212,0.187012768109224
1.0,0.21564833570154504,0.7843516642984549,0.173435960868114,0.45638901003052795,0.449006906151293,0.401160239847901,0.007699946231488171,0.7801547428277309,0.745100943324994,0.10494752623688199,9.140067889683023e-14,0.0,0.179256878131795,0.0405660859645873,0.493494943375127,2.4399366201635232e-14,0.13851020561873903,0.138481260840057,0.91453952072808,0.154860730689815
