Bankrupt?,Liability to Equity,Net worth/Assets,Persistent EPS in the Last Four Seasons,Debt ratio %,Borrowing dependency,Equity to Liability,Continuous interest rate (after tax),Per Share Net profit before tax (Yuan ¥),Net profit before tax/Paid-in capital,Retained Earnings to Total Assets,Current Liabilities/Equity,Non-industry income and expenditure/revenue,Net Income to Total Assets,Current Liability to Equity,Interest Expense Ratio,After-tax net Interest Rate,Degree of Financial Leverage (DFL),Net Value Per Share (B),Total income/Total expense,Net Value Per Share (A)
0,0.278356431683457,0.896423496689543,0.21896568024959803,0.10357650331045698,0.374179962109944,0.0365716913238882,0.7816294834148348,0.17857949838065804,0.17761103989141103,0.9428289562085441,0.327484654084158,0.30375897397845303,0.814110614307489,0.327484654084158,0.6312369008643721,0.809459696629764,0.0269710912232694,0.1829252875985,0.00233765664888031,0.1829252875985
0,0.27789208179276603,0.905614172990295,0.20468942044057897,0.0943858270097046,0.373113046123427,0.0403810196995266,0.781373202065633,0.172478722602998,0.171525525978433,0.93295521516369,0.3280420007402439,0.303604528374123,0.804886952966321,0.3280420007402439,0.632095793208312,0.809389129667184,0.0273908578413325,0.173865408115966,0.00225675154920725,0.173865408115966
0,0.28111338386404605,0.855337545726638,0.219343859317387,0.144662454273362,0.37730689827168606,0.0252817202305257,0.781609132486229,0.174286359870453,0.173290098785914,0.930139634781563,0.33111421499375204,0.303434855738379,0.803260160615522,0.33111421499375204,0.632377638662484,0.8093443417794959,0.0274797246787734,0.169398676836206,0.0022730499396006,0.169398676836206
0,0.27851775295952397,0.8934304803942321,0.212914815164981,0.106569519605768,0.37315107038290396,0.0354641087749807,0.7815508867250469,0.168863448068088,0.167860643993666,0.9307632026774109,0.329035251137398,0.30349165498253805,0.794157852517078,0.329035251137398,0.640422733935152,0.8092992934971109,0.0249997401762429,0.17154776452741102,0.00221747957009723,0.17154776452741102
0,0.27766768513615997,0.9103606735798291,0.226434716838423,0.0896393264201711,0.373692356900173,0.0426464252172529,0.781709623968173,0.17888077125856697,0.17792021717819198,0.94025165752662,0.327227478764221,0.303566339946135,0.8197153573061361,0.327227478764221,0.63167079903015,0.8094563114987171,0.0268962866110795,0.180565505035607,0.00256982247070675,0.180565505035607
0,0.278123542773057,0.9009281373764251,0.223787463363903,0.0990718626235753,0.3735447333045539,0.0383537473633107,0.7816525010168449,0.182420727574,0.179828067264912,0.9335409104637021,0.328300316444762,0.303461926016447,0.815418713855725,0.328300316444762,0.6310971767510029,0.8093955093372328,0.0268972408952144,0.174328936833677,0.0022899932067994397,0.174328936833677
0,0.276517862314948,0.938718747165704,0.220194762219911,0.0612812528342957,0.3722675655303379,0.0629402296529157,0.781933905236533,0.176169315357385,0.175167785234899,0.942018218547371,0.327470954255664,0.30431947375379403,0.810421134587852,0.327470954255664,0.631239298091807,0.809761103490226,0.0270027988958809,0.183852345033922,0.00255177144961046,0.183852345033922
0,0.27718977845397197,0.921274601686973,0.23305285052472302,0.0787253983130272,0.37272497500464097,0.0488219275181613,0.781726606467216,0.189274685546434,0.18828896764949898,0.948858906532939,0.32778667138463796,0.30355860558097303,0.8266420412017621,0.32778667138463796,0.6310595060341639,0.8094607382085469,0.0269078077255092,0.189541106569466,0.00236095053824264,0.189541106569466
0,0.28083865487666604,0.8586631193880941,0.220005672686017,0.14133688061190602,0.37870932243006294,0.0259532229881063,0.781587939450233,0.17601867891842998,0.17506221250282802,0.9350092819845051,0.330593494077527,0.303522834142098,0.8062639145939221,0.330593494077527,0.632451952712977,0.8093340561890091,0.0276370493098807,0.17512957734608703,0.00231804533609953,0.17512957734608703
0,0.277138798973532,0.9225141336880609,0.21745296397844396,0.0774858663119388,0.371230845279288,0.0496224552784151,0.7815986061438471,0.174512314528885,0.17353140788779098,0.9335639709134421,0.328140542219584,0.303467001693584,0.802551849429409,0.328140542219584,0.6312677223599681,0.809340435859058,0.026924263756919996,0.17647802452488298,0.00224285848331432,0.17647802452488298
0,0.27798794018391304,0.903649061281253,0.219343859317387,0.0963509387187471,0.36963718146295005,0.0395070046859079,0.7816543255828579,0.176169315357385,0.17520548978206799,0.939765139730377,0.326672008418766,0.303553771602747,0.80463901213129,0.326672008418766,0.630623553102012,0.80940579492772,0.0267937782838859,0.18911971682609197,0.0022930475348322,0.18911971682609197
0,0.27820802545900103,0.8992653505456959,0.225394724402004,0.10073464945430399,0.371209596428404,0.0376800863548014,0.781629343063603,0.181667545379227,0.18066510821204998,0.9379208048693621,0.32892445889367794,0.30353056850726,0.8140118827058042,0.32892445889367794,0.630982794756236,0.8093709020384741,0.0268899303694454,0.185453626058742,0.00232207575906572,0.185453626058742
0,0.28127420443142,0.8534933639689208,0.22322019476222002,0.14650663603107902,0.377012769441021,0.0249146049780394,0.7816248518241871,0.177449725088499,0.17649498529522697,0.9362238018317321,0.33023501800171,0.303432922147089,0.8089764271961841,0.33023501800171,0.632237229626991,0.8093671263153841,0.0275654100512866,0.17698369221693103,0.0022691302633415697,0.17698369221693103
0,0.28713433702492697,0.8069655651963601,0.21896568024959803,0.19303443480364002,0.38727596441823997,0.0180051246099532,0.78159565876798,0.17383445055358898,0.17286026694819398,0.9385612334943501,0.33739869562646596,0.30339159163325397,0.7981036292603231,0.33739869562646596,0.634338913165573,0.809323119611783,0.0293639108382569,0.18440015170030802,0.00224593499565071,0.18440015170030802
0,0.287405943036028,0.80548417329262,0.22189656802495997,0.19451582670738,0.388057698458675,0.0178392006258175,0.7815911675285641,0.17827822550274902,0.177309403514064,0.9338835620622429,0.337432936145491,0.303456125242575,0.803444645412305,0.337432936145491,0.633345776085259,0.8093311918473549,0.0282061238442121,0.17289621170620698,0.00227434410280406,0.17289621170620698
0,0.281294868361888,0.85325150406627,0.20355488323721302,0.14674849593373002,0.377159274676067,0.0248687285439358,0.7812485701718259,0.16065376214506302,0.159678757258125,0.9237427460159521,0.328518642443675,0.30301671662180296,0.772908884661082,0.328518642443675,0.628951315735401,0.808992678742731,0.0264153131070622,0.161307993763432,0.0020982674894285,0.161307993763432
0,0.27778065156698,0.9079420745533149,0.224260187198639,0.092057925446685,0.37216691307878,0.0414649657362741,0.781672711594219,0.17963395345334002,0.17869693084985996,0.942045500965593,0.328713957177203,0.30346627659685,0.8129736441327758,0.328713957177203,0.631321488746729,0.809402800388717,0.0269244863302234,0.179217057856812,0.00228470851458546,0.179217057856812
0,0.27570445805242105,0.9639024095292801,0.228420156944313,0.0360975904707198,0.369875392264971,0.10484236501328999,0.7816997993819491,0.185960683889433,0.184986049317548,0.943096297038018,0.327333227352661,0.30354337854956,0.830176405307051,0.327333227352661,0.630964986781003,0.8094487600525371,0.0268521603332461,0.182630314778138,0.00250564668545045,0.182630314778138
0,0.277664420394596,0.910421138555492,0.22057294128770003,0.0895788614445083,0.37197119997852707,0.0426818998997697,0.78163622027396,0.17842886194170396,0.17749038534047198,0.93768584755713,0.328054100588709,0.303694923766955,0.8121002854895178,0.328054100588709,0.631503678031808,0.8094000662444109,0.0270667209660536,0.17795288862669098,0.00236162951648122,0.17795288862669098
1,0.293599485101659,0.7803912083925391,0.17783870662758802,0.21960879160746102,0.39259041386051396,0.0153485951260125,0.781428500450948,0.13963997891089902,0.13862453811929698,0.908947697741883,0.34619823102173003,0.303257690436385,0.7504308392468729,0.34619823102173003,0.6292752839002199,0.809175866411272,0.0264718727329476,0.156209177868611,0.00208350375743525,0.156209177868611
1,0.297038120702888,0.7711098346282921,0.202514890800794,0.228890165371708,0.39652816143758507,0.0145615712801164,0.7813677283675942,0.16554944641108701,0.164565266571148,0.8684607172966992,0.342348547915856,0.303477394746771,0.787081562191271,0.342348547915856,0.6485236503609539,0.809222607259179,0.0248858579240944,0.14550587838692003,0.0021623785052417802,0.14550587838692003
0,0.290364861431961,0.791758623817154,0.211023919826038,0.20824137618284602,0.38402489023291,0.0164039309117358,0.7815382551141881,0.169993221360247,0.16899178040871699,0.9083301788918678,0.338921755786056,0.30341455302982895,0.79602266635259,0.338921755786056,0.635145408967,0.8093071053379871,0.17409090366875596,0.158695377354515,0.0022301739014708,0.158695377354515
0,0.27911082323605196,0.883151434531548,0.225394724402004,0.116848565468452,0.375580149547176,0.032085740779711006,0.7816199395310749,0.17925736235595396,0.17820677173667104,0.9374735398116508,0.330020694282541,0.303547245732141,0.8141021444053,0.330020694282541,0.6315495678141401,0.8093585332904201,0.027118794439904,0.17702583119126897,0.00234864172501693,0.17702583119126897
0,0.276555323824668,0.937660610091604,0.21820932211402103,0.0623393899083955,0.370535225002964,0.0618866031430268,0.7815984657926149,0.17308126835881602,0.17209109418595903,0.937101764402904,0.32828850844728,0.30362193069573806,0.80292347799953,0.32828850844728,0.631230736565253,0.809338352701491,0.0270031817899335,0.185875015802115,0.0022699393484603802,0.185875015802115
0,0.279572351510817,0.875895637452006,0.21868204594875698,0.124104362547994,0.37531397973083297,0.030023557479194003,0.781576149946765,0.17360849589515698,0.17265666239348498,0.9347303365470859,0.33108795778050104,0.303474977757658,0.8030657442962621,0.33108795778050104,0.632494760345749,0.80931765132317,0.0276769693412717,0.174033964013316,0.0022598186387234,0.174033964013316
0,0.279473637867886,0.8773770293557459,0.21357662853361103,0.122622970644254,0.376271296381209,0.0304312341396866,0.7815514481299741,0.17767567974693105,0.176698589849936,0.9382337887016401,0.327391339331141,0.30374302185030705,0.811257383194871,0.327391339331141,0.631589635758414,0.8094438125533159,0.0271146084726468,0.18018625426657103,0.00231642969864085,0.18018625426657103
0,0.280673194902107,0.8607189285606309,0.209794837855725,0.13928107143936902,0.37768825922703403,0.0263873568742709,0.781472009332795,0.164419673118927,0.163471834703265,0.927407108748788,0.329514477258723,0.30321249273996903,0.7843848788438471,0.329514477258723,0.628333173518171,0.8091901881195441,0.0263852766496002,0.166111836837891,0.00218551181206258,0.166111836837891
0,0.281334802107135,0.8527980167487981,0.21499480003781798,0.14720198325120198,0.37700829599873,0.0247808782299554,0.781569974492567,0.17172554040822502,0.170778975944499,0.9305394981512529,0.32968539124906104,0.303448632576324,0.797743521000021,0.32968539124906104,0.63401289023438,0.809317130533778,0.0284255446452834,0.16750242299102402,0.00224136817060936,0.16750242299102402
0,0.277940275905438,0.9046165008918579,0.21537297910560602,0.0953834991081416,0.37206178718493,0.0399351699683356,0.781572641165971,0.170671085335543,0.16966292134831498,0.932102119442917,0.32761918693001596,0.303508332207419,0.7981738975446129,0.32761918693001596,0.633241325461295,0.809315698362951,0.0290876038741492,0.172179849142472,0.0022467070579001,0.172179849142472
0,0.277247090635208,0.919914139734559,0.212253001796351,0.0800858602654412,0.373058246455356,0.0479599415621359,0.781533062118613,0.171273631091361,0.170311439559611,0.9343633181559939,0.32733316903414506,0.30358374226775003,0.801371569744629,0.32733316903414506,0.632810166984014,0.8093433002007121,0.0288727658138465,0.177110109139944,0.00229543100400174,0.177110109139944
0,0.27923595032558696,0.8811258578468422,0.22161293372411803,0.118874142153158,0.3744058709456629,0.0314853592017782,0.7816360799227281,0.183927091963546,0.18212804464218402,0.932853037736966,0.32891815615763004,0.303441623307896,0.815731085142529,0.32891815615763004,0.631229024259942,0.8094133463739001,0.026907690710701003,0.17487674350006302,0.0022932374027364102,0.17487674350006302
0,0.276802951199344,0.9309792302808599,0.220667486054647,0.0690207697191402,0.37273615861037,0.0558577815894778,0.781950185979417,0.17662122467424898,0.17568056707638902,0.9421002882620371,0.32789545088857597,0.304405760265134,0.811426300758598,0.32789545088857597,0.6312369008643721,0.8097986003264309,0.0270168245964067,0.185074375289705,0.00251378478340373,0.185074375289705
0,0.27753151182203994,0.9133536898751401,0.22548926916895104,0.0866463101248602,0.373331126435136,0.044195080866647994,0.781676501077476,0.18121563606236302,0.180265440012065,0.9454298659764271,0.328464925276516,0.30352887661488104,0.8135677602678371,0.328464925276516,0.631308475226367,0.809409180058766,0.0269855998040583,0.18697062913488702,0.00230053655316229,0.18697062913488702
0,0.28056875220496397,0.862018925537382,0.22832561217736602,0.137981074462618,0.377794503481456,0.0266739564583317,0.781621623745856,0.183023273329818,0.182022471910112,0.9384963808901701,0.3313666273415,0.30350253143354805,0.8162565919307271,0.3313666273415,0.631594087752222,0.8093619184214671,0.0271305157359928,0.178964224010788,0.0024201032692739302,0.178964224010788
0,0.27773751387073103,0.9088490491882579,0.22284201569443102,0.0911509508117423,0.371372877072043,0.0419058133611854,0.78165530804148,0.17752504330797603,0.17652514893296103,0.9351800584199691,0.328860865184663,0.30348972139124797,0.807572628836292,0.328860865184663,0.631025602389008,0.809365173355165,0.0268773632495743,0.174413214782352,0.00225333045305852,0.174413214782352
0,0.27788476334177903,0.9057653354294529,0.22057294128770003,0.0942346645705475,0.36963718146295005,0.0404498967794885,0.7816832379366009,0.17692249755215803,0.17592941708770105,0.940555139941672,0.326604641989515,0.30352887661488104,0.8066665376503008,0.326604641989515,0.6306167038807691,0.8094301418317829,0.0267922709919733,0.187097046057899,0.00230799235090291,0.187097046057899
0,0.27815423573771897,0.900323487619796,0.22284201569443102,0.0996765123802038,0.370670546632281,0.0381052124741259,0.7816103956473149,0.182646682232432,0.18165296734786202,0.9376698991472711,0.328875992726653,0.303491171584716,0.813580403299354,0.328875992726653,0.6309163573101739,0.8093637411843381,0.0268622864067066,0.185200792212718,0.0022987181352657603,0.185200792212718
0,0.280887572960498,0.8580584696314659,0.225772903469793,0.141941530368534,0.375735601666805,0.0258293052472918,0.7816422553769259,0.181064999623409,0.18012216273282602,0.937543556605271,0.33041634719285196,0.30339570051474607,0.8099000257936421,0.33041634719285196,0.631849563704607,0.8093711624331701,0.0271695519446991,0.17875352913910103,0.0022707990141987897,0.17875352913910103
0,0.288724026813852,0.7988934909453701,0.219532948851281,0.20110650905462998,0.388924427902649,0.0171251373185928,0.7816016938709459,0.175340814943135,0.17436844883493,0.939119704270878,0.33882037721832103,0.30348029513370695,0.799841684452634,0.33882037721832103,0.633996109642334,0.809341217043145,0.0287586332854848,0.185411487084404,0.00225944211061135,0.185411487084404
0,0.28572376957870504,0.815339964325664,0.21849295641486202,0.18466003567433603,0.38553915044857395,0.0189981101778913,0.781582886805889,0.176093997137908,0.17515270341603198,0.9329661882312299,0.33657243032659595,0.30343944801769396,0.8026379508123779,0.33657243032659595,0.633433788578239,0.8093315824393981,0.0285203017680739,0.17251696093717098,0.00226804015233988,0.17251696093717098
0,0.281981864383029,0.8457840795719079,0.212442091330245,0.15421592042809198,0.37809981591784997,0.0234913559928311,0.7815073778432,0.166754537922724,0.16579443480883801,0.921157400283521,0.32958470774727,0.303156660291455,0.788125640198415,0.32958470774727,0.6176278407145109,0.8092032078543371,0.0257487295645182,0.159538156841262,0.00218384179000717,0.159538156841262
0,0.277759438570488,0.908395561870786,0.22388200813085002,0.0916044381292137,0.3720561953820661,0.0416802088287315,0.7816710273794379,0.180387135648113,0.17941331724606,0.9417524142612141,0.32902891351683194,0.30342011210478903,0.8113288975240709,0.32902891351683194,0.6313009410829991,0.809396160323973,0.0269538841751162,0.17942775272849898,0.00228323424771684,0.17942775272849898
0,0.276193025495972,0.9481512833691078,0.22161293372411803,0.0518487166308915,0.37113466627002095,0.0742659977019555,0.7816443606454019,0.17850418016118103,0.17755071261594102,0.9374104542693991,0.327938302723523,0.303444765393743,0.8128264292119258,0.327938302723523,0.631138614539527,0.8093866559175742,0.026911795869791002,0.178669251190426,0.00234534028782311,0.178669251190426
0,0.277868818728457,0.906097892795598,0.22189656802495997,0.0939021072044018,0.37195330620936207,0.040601053664945,0.781659518578433,0.17835354372222603,0.177354648970666,0.936300904686825,0.328758198764507,0.303671720671469,0.809661362707912,0.328758198764507,0.6313560773140091,0.8093979830868441,0.026991377592240004,0.179385613754161,0.00237909509225752,0.179385613754161
1,0.290903713986462,0.7896423496689542,0.20015127162711496,0.21035765033104603,0.39238351715453296,0.016198908768845,0.7812770614718739,0.158017624463358,0.15701681622803698,0.9208824884976329,0.33430130240624106,0.303051762963944,0.777094466430958,0.33430130240624106,0.625067807290311,0.809039549787987,0.0260500616073851,0.156799123509334,0.00202851608294925,0.156799123509334
1,0.30000545075485696,0.76470054720803,0.20601304717783897,0.23529945279197,0.40512499916122996,0.0140542158838411,0.781515798917106,0.16795962943435996,0.167310157605007,0.912825940285011,0.35168052469052696,0.303501322938991,0.7919822449709009,0.35168052469052696,0.638738852892426,0.8092903098801041,0.0227618017460547,0.148202772744511,0.00219644070683991,0.148202772744511
1,0.18279035888834902,0.678628654351967,0.0842393873499102,0.32137134564803305,0.26203523730493,0.0091781695678396,0.7809266044461579,0.0674851246516532,0.0724530578387754,0.841966378156722,0.241052683507238,0.302759790679075,0.525650952071236,0.241052683507238,0.6305225270886701,0.8087166603651149,0.0267631375236152,0.12001179891281402,0.00200327285924868,0.12001179891281402
1,0.29422214206968,0.778547026634822,0.17500236361917404,0.221452973365178,0.39178743096919394,0.0151855464385118,0.781353131839491,0.14137229795887601,0.14035140637960902,0.915031112372524,0.34670701349498695,0.30346603489793894,0.7465859969461469,0.34670701349498695,0.629853358173176,0.8091284745766241,0.0265903290435414,0.151531751717163,0.0021075675049579,0.151531751717163
0,0.289105073092302,0.797140006651147,0.21565661340644798,0.202859993348853,0.3822444602009021,0.016943025449825,0.781574044678288,0.17089703999397501,0.169836362265289,0.9035444939041171,0.335577644897603,0.303450807866526,0.797585081424739,0.335577644897603,0.634265626498267,0.809315047376211,0.0323529334521605,0.156082760945599,0.00223485581831843,0.156082760945599
0,0.280854626942298,0.8584514919732751,0.22095112035548803,0.14154850802672597,0.37787167036098396,0.0259125471297279,0.7815880798014649,0.176545906454771,0.17460975793680703,0.936347816602325,0.331966207011872,0.30350156463790195,0.8047055307493279,0.331966207011872,0.6317399761647099,0.809329759676527,0.0271572841874481,0.18338881631621104,0.00228274301589017,0.18338881631621104
0,0.27586936929823996,0.95836986425613,0.21508934480476502,0.0416301357438704,0.36963718146295005,0.09171005431236601,0.781571237653653,0.170972358213452,0.16998718045396302,0.942043663814981,0.327359399333021,0.303550146119077,0.797389746747958,0.327359399333021,0.631123203791729,0.8093130944159921,0.0268818273787735,0.18128186759934303,0.0022377300800243104,0.18128186759934303
0,0.279460740183118,0.877588656770566,0.218871135482651,0.122411343229434,0.3745322456903979,0.0304857440751791,0.7815778341615459,0.164645627777359,0.16369052107684198,0.928823726296912,0.32960361505100105,0.30346265111318105,0.7860426874626659,0.32960361505100105,0.628856111560116,0.809292132642975,0.0264874257805383,0.168176646580422,0.00219232871362595,0.168176646580422
0,0.279072534129483,0.8837863167760078,0.21055119599130198,0.11621368322399199,0.375580149547176,0.0322762954675556,0.7815085006530541,0.173683814114634,0.172664203302918,0.934188185936739,0.32736916151503004,0.303599936094808,0.802978468940389,0.32736916151503004,0.63225743482966,0.80936296000025,0.0273701932301579,0.17609877375584698,0.00226843710533128,0.17609877375584698
0,0.281781264328445,0.847900353720108,0.21698024014370798,0.152099646279892,0.379104103712286,0.023865990703558996,0.7815987464950791,0.172177449725089,0.171140939597315,0.9316386476757459,0.33023404398882394,0.30340464337446504,0.8028366235441742,0.33023404398882394,0.632716332652977,0.809357361514289,0.0285285079363653,0.16564830812018,0.00225896753334788,0.16564830812018
0,0.28239920406254904,0.841611996251172,0.210645740758249,0.158388003748828,0.37845433621944896,0.0227743487246031,0.781527027015647,0.16743240189801903,0.16670688485031301,0.9295742059269839,0.33124387149273904,0.303427363072129,0.790519359097307,0.33124387149273904,0.6244298023314749,0.809271952054045,0.0258180560734577,0.17104209683536303,0.0021951376840017,0.17104209683536303
0,0.27819935152131503,0.8994467454726851,0.215751158173395,0.10055325452731499,0.372762999264119,0.0377477615082506,0.781576009595533,0.171800858627702,0.170786516853933,0.9337182164925321,0.327980191091691,0.303531777001817,0.800033865258417,0.327980191091691,0.6319351789701511,0.809323640401175,0.0273097296825429,0.174160380936328,0.00226507471766347,0.174160380936328
0,0.277494639270497,0.9142001995344201,0.208849390186253,0.0857998004655803,0.373364677252322,0.0446402136985075,0.781479869001774,0.165248173533178,0.164278712012669,0.9275216954779041,0.328600051361057,0.30346990208052,0.784318911816898,0.328600051361057,0.6296105532800921,0.809229637915968,0.0265519684191381,0.17276979478319499,0.00206239134062529,0.17276979478319499
0,0.2788988239391,0.8866886356078241,0.22255838139359002,0.113311364392176,0.374562441425865,0.033184260246782,0.7816401501084491,0.17790163440536302,0.17684186712917604,0.9328559840065551,0.32813369336317794,0.30343533913620196,0.808047122738062,0.32813369336317794,0.631116012109423,0.8093675169074279,0.0269140928314816,0.17622519067885897,0.0022712180307101803,0.17622519067885897
0,0.27666742313683695,0.9345768963327991,0.21811477734707396,0.0654231036672008,0.37254268223126397,0.0589711621947617,0.7817713785101491,0.173156586578293,0.172151421461428,0.941790764965795,0.327249475423093,0.30384961107019703,0.8034443568039592,0.327249475423093,0.631384844043232,0.809525706685165,0.0270822893641104,0.186085710673802,0.00243083373748135,0.186085710673802
0,0.280730773419021,0.8599933488526771,0.220100217452964,0.140006651147323,0.3773930120357971,0.0262335882251759,0.7815979043876881,0.17692249755215803,0.175944498906568,0.9406928634652371,0.32906596144818606,0.303461200919713,0.802988533075358,0.32906596144818606,0.6319793564471721,0.8093386130961869,0.0271898979401804,0.18684421221187497,0.00225682831922508,0.18684421221187497
0,0.278315149342696,0.89720954137316,0.234943745863666,0.10279045862684,0.37428620636436605,0.0368709257372074,0.781634395707947,0.19108232281388898,0.18999321318151,0.942619685285963,0.32928418343955496,0.303517275067138,0.827984672530329,0.32928418343955496,0.630925946219915,0.8093709020384741,0.026870881562317,0.18351523323922303,0.00255325754394012,0.18351523323922303
0,0.27733107772463395,0.917918795537685,0.225772903469793,0.0820812044623152,0.370275765350058,0.046764118435043,0.781668360706034,0.182420727574,0.18096674458939702,0.9398878373426591,0.328400912872535,0.303515099776936,0.818485753462117,0.328400912872535,0.6306667031958471,0.8094024097966729,0.0268033414488034,0.17614091273018398,0.00226878288509955,0.17614091273018398
0,0.278094432829833,0.901502554645222,0.21981658315212302,0.0984974453547782,0.36963718146295005,0.0385935938605969,0.781682255477979,0.17647058823529396,0.175529748887716,0.940056132787126,0.326798390383963,0.30366181101610495,0.80504786637318,0.326798390383963,0.630635881700251,0.8094270170954331,0.0267964200445617,0.18705490708356198,0.00229307366228286,0.18705490708356198
0,0.277881626814601,0.9058258004051151,0.236078283067032,0.0941741995948846,0.3709009289102921,0.0404795124782756,0.7816710273794379,0.19078104993598002,0.189088304049468,0.942446954107828,0.32863908852552,0.303513166185646,0.8240622317417858,0.32863908852552,0.6306780044108979,0.809394597955797,0.0268063075612547,0.191268804517298,0.00236560339404005,0.191268804517298
0,0.27990771906469103,0.870967741935484,0.227569254041789,0.129032258064516,0.37407148113437505,0.0287535593718808,0.7816605010370551,0.18227009113504603,0.181275921876178,0.93841602617458,0.330847575261852,0.303500597842257,0.81438278607138,0.330847575261852,0.631151285598827,0.809392124206187,0.0269447746816719,0.17980700349753498,0.0022925057829191802,0.17980700349753498
0,0.28781719078955603,0.803337666656589,0.21858750118181,0.19666233334341102,0.388757792177291,0.0176010295039869,0.7815894833137819,0.174738269187316,0.173772716989669,0.9394905444569309,0.334904894845937,0.303487304402135,0.798860819040515,0.334904894845937,0.634200558896453,0.809328587900396,0.0288751323091538,0.188951160928743,0.0022519117828659102,0.188951160928743
0,0.28532465819279806,0.817939958279167,0.226907440673159,0.18206004172083298,0.38418257907368397,0.0193268404237619,0.7816175535601351,0.181290954281841,0.18029560364979996,0.9358601469552741,0.33685775438394205,0.30347570285439196,0.8094260075671129,0.33685775438394205,0.6320201093135711,0.809355799146114,0.0273270578774279,0.17567738401247304,0.0023267984190316897,0.17567738401247304
0,0.28222419700682694,0.843335248057563,0.21688569537676103,0.15666475194243698,0.37816244410993,0.0230653586074243,0.7816266763902,0.171800858627702,0.17044717592941697,0.9326088364588341,0.329825319486272,0.30367196237038,0.7996867017710981,0.329825319486272,0.6334132409145079,0.8093604862506392,0.0290273072160908,0.16682819940162696,0.00225382000692621,0.16682819940162696
